min ax,max ax,mean ax,median ax,mad ax,sd ax,tdiff ax,iqr ax,entropy ax,skew ax,kurt ax,rms ax,pos jumps ax,neg jumps ax,min ay,max ay,mean ay,median ay,mad ay,sd ay,tdiff ay,iqr ay,entropy ay,skew ay,kurt ay,rms ay,pos jumps ay,neg jumps ay,min az,max az,mean az,median az,mad az,sd az,tdiff az,iqr az,entropy az,skew az,kurt az,rms az,pos jumps az,neg jumps az,min gx,max gx,mean gx,median gx,mad gx,sd gx,tdiff gx,iqr gx,entropy gx,skew gx,kurt gx,rms gx,pos jumps gx,neg jumps gx,min gy,max gy,mean gy,median gy,mad gy,sd gy,tdiff gy,iqr gy,entropy gy,skew gy,kurt gy,rms gy,pos jumps gy,neg jumps gy,min gz,max gz,mean gz,median gz,mad gz,sd gz,tdiff gz,iqr gz,entropy gz,skew gz,kurt gz,rms gz,pos jumps gz,neg jumps gz,label
-6572,24,-3267.0,-3108.0,1320.5,1780.937127647009,1934,1809.0,-4.321928094887363,-0.1370951979673926,-0.3225470504163863,3699.5187795171414,0,0,92,3980,1837.8,1610.0,883.5800000000002,1128.2802749970278,1628,1293.0,-4.321928094887363,0.37917001859004473,-0.7487284324756063,2141.6989517670313,0,0,11868,15944,14303.2,14460.0,848.2399999999998,1156.479303293997,1832,905.0,-4.321928094887363,-0.5690028615234604,-0.3055810887174628,14347.546912277374,0,0,-1515,3867,446.55,278.5,759.2699999999998,1138.5877898797078,305,996.5,-4.321928094887363,1.3174299314790845,2.538451138790043,1196.2315620313652,0,0,-7117,7291,-822.75,-867.5,1661.65,2678.4353224066826,-102,1568.0,-4.321928094887363,0.644952968232309,3.636415551063064,2737.1942842991616,0,0,-2232,3514,717.95,444.0,831.9400000000002,1232.3010771466695,305,849.5,-4.321928094887363,0.38356782802564937,1.5819150108955515,1399.3176372789703,0,0,0
-13748,1748,-6284.8,-7372.0,4156.24,4876.669717834303,509,7910.0,-4.321928094887363,0.17577926527136656,-1.232248390269678,7879.8174598146625,0,0,4324,11504,7439.6,7432.0,2196.0,2377.8160346706477,-306,4388.0,-4.321928094887363,0.08503240206038352,-1.598926851659408,7792.236957382649,0,0,-8432,1540,-3784.6,-4196.0,2475.2800000000007,3021.8163307590526,-305,4537.0,-4.554120904376099,0.35034992158704104,-1.0433312813379234,4795.623254593714,0,0,-15647,11542,93.6,-68.0,6304.459999999999,7936.767553607703,408,11116.75,-4.321928094887363,-0.2871411073048285,-0.7846955173240304,7736.3703504938285,0,0,-14767,12861,586.95,1322.0,5079.255,6510.945419870015,509,8618.0,-4.321928094887363,-0.23204013012144997,0.08226119863423564,6373.170329592643,0,0,-13632,15335,752.5,948.0,8520.3,9583.624951474589,509,17942.75,-4.321928094887363,-0.08362579160152385,-1.501574447410675,9371.223511367125,0,0,0
-9780,1904,-5012.2,-6736.0,3817.78,4270.7860437604395,-407,8040.0,-4.321928094887363,0.3622077490715256,-1.4802865928899447,6515.349691305909,0,0,456,12580,7519.2,8858.0,2884.5600000000004,3424.805020957974,-510,4508.0,-4.321928094887363,-0.6146677007232312,-0.6893379137876079,8226.85806368385,0,0,-11724,-1420,-7038.4,-7898.0,2682.96,3175.248592008606,203,5428.0,-4.321928094887363,0.3779276124277914,-1.0277321960269814,7688.768952179536,0,0,-16419,14742,100.95,1322.0,8620.655000000002,10051.562797972212,-509,17604.0,-4.321928094887363,-0.21275502910439073,-1.3091088654666567,9797.571630256141,0,0,-8709,8671,410.95,-295.5,3831.7399999999993,4872.89640957214,1324,5925.75,-4.321928094887363,0.11550663538685679,-0.7391472949385012,4767.257424347882,0,0,-13926,9222,187.8,2336.0,5750.739999999999,6653.913004667569,1630,11417.25,-4.321928094887363,-0.548322963814048,-0.8803982989958334,6488.150676425448,0,0,0
-15104,3756,-6645.2,-7936.0,4726.04,5783.915424874855,1323,10079.0,-4.321928094887363,0.45622262142772774,-1.064542473719034,8714.33742748122,0,0,-372,14388,7020.6,7678.0,2908.020000000001,3815.961221252813,1730,4498.0,-4.321928094887363,-0.29693451114345,-0.29604713070441324,7944.954776460342,0,0,-11452,632,-4469.0,-4314.0,2460.2,3097.597812907014,-1324,4361.0,-4.321928094887363,-0.25353705648763053,-0.3046817677974545,5393.265949311233,0,0,-15571,9434,-323.6,599.0,6427.1,7712.973291116317,-510,12948.5,-4.321928094887363,-0.38997094875386923,-1.0453898192330298,7524.637938133635,0,0,-4762,10270,720.95,-553.5,3928.6349999999998,4897.63586872601,-713,5865.5,-4.321928094887363,0.8336264030435195,-0.6389856742191977,4827.759744436336,0,0,-19052,19504,247.9,1728.5,10721.110000000002,12398.375054396187,509,19278.25,-4.321928094887363,-0.09217745375242044,-1.3102234895331464,12086.983627026222,0,0,0
-15664,1644,-8350.6,-9344.0,3474.6200000000003,4446.807351466065,407,5832.0,-4.321928094887363,0.6738357855224179,-0.2608236314326158,9408.395782491296,0,0,-512,10176,6027.6,6822.0,2587.6400000000003,3021.2512988042413,1628,4849.0,-4.321928094887363,-0.48572178895362966,-0.8973038994984144,6708.466531182816,0,0,-2780,6768,1285.8,1044.0,2327.1800000000007,2763.4652464652154,-712,4257.0,-4.321928094887363,0.16876201296250665,-1.0011814346076886,2984.658238391793,0,0,-7271,17975,3642.9,1695.0,6149.680000000002,7728.13494147742,509,9116.75,-4.321928094887363,0.5525410799633721,-0.8006081522657214,8367.113397104165,0,0,-15599,7121,-1612.5,278.0,5117.45,6098.6670113877735,1934,8264.75,-4.321928094887363,-0.5128706043897585,-0.46866165444195174,6159.07530397218,0,0,-20450,18109,-1911.8,-4721.0,9354.240000000003,11258.661763048785,713,19063.0,-4.321928094887363,0.28093593198181344,-1.0958600590590106,11138.876545684489,0,0,0
-13120,1164,-4103.6,-4194.0,2737.2000000000003,3753.003546634699,-1019,3672.0,-4.321928094887363,-0.8700911991671378,0.6014835112150281,5497.300864970009,0,0,-1380,13208,7146.2,7636.0,3723.1800000000003,4491.007056212155,-916,6638.0,-4.554120904376099,-0.385786311227919,-1.0106950811036628,8380.266201022494,0,0,672,14816,7186.8,5356.0,4454.160000000002,5061.879842197175,-1019,9406.0,-4.321928094887363,0.38249662513351046,-1.4384807953646912,8717.315550099125,0,0,-14734,17156,-1124.7,-988.5,7170.800000000001,8857.439846936883,-917,12136.75,-4.321928094887363,0.21691203194225636,-0.778911478180706,8706.117314853964,0,0,-11423,22445,4271.75,3427.5,7984.425,9669.566696191989,1527,11494.75,-4.321928094887363,0.32824840230259283,-0.8774931901215544,10347.624952132735,0,0,-14798,22382,1583.1,207.5,9860.8,11475.094715352714,-814,19633.25,-4.321928094887363,0.2932249147836276,-1.2148023388360207,11296.022060884974,0,0,0
-16088,4716,-7146.2,-7870.0,4520.780000000001,5884.773497407481,1324,6680.0,-4.321928094887363,0.5922209642628506,-0.3097698228701993,9163.362134064111,0,0,-1832,12788,4979.8,4874.0,2575.7800000000007,3522.3959489320096,408,3933.0,-4.554120904376099,0.02010404608238892,0.2629876679039218,6048.579800250634,0,0,-5900,6060,-1388.6,-1452.0,3386.94,4093.5965964829566,-508,6802.0,-4.321928094887363,0.4362437519497837,-1.1020999331677488,4224.673525847885,0,0,-19392,16952,1460.75,1003.0,7220.725,9133.758924566888,509,12942.0,-4.321928094887363,-0.51561815593484,-0.12885187103684492,9021.53340901645,0,0,-9076,19652,2612.5,1294.0,5750.9,7679.988647880864,712,8524.75,-4.321928094887363,0.9156479268778429,0.14306219250688468,7928.320793207096,0,0,-18192,17977,-425.15,-324.5,8455.65,10953.6352258292,-712,12565.5,-4.321928094887363,0.20544817175702673,-0.8342499009255735,10684.744777017371,0,0,0
-15556,1824,-6417.8,-5852.0,3615.5799999999995,4503.5100182202905,-510,6180.0,-4.321928094887363,-0.012072232461776163,-0.5500876364916314,7775.325022145376,0,0,-9252,6624,-1791.2,-990.0,3604.2399999999993,4410.726752385657,-713,6946.0,-4.321928094887363,-0.06241226517736379,-0.877978016924275,4657.27199119828,0,0,-824,15072,9574.0,10234.0,3460.4,4465.0165792112775,-510,5185.0,-4.321928094887363,-1.0326032179161415,0.4495287929029077,10516.702448961842,0,0,-32768,19251,-3570.7,-4256.0,13176.63,16302.656819639778,-814,25919.0,-4.321928094887363,-0.08323171877644206,-1.0518387231871562,16286.119454922342,0,0,-17762,22231,218.95,801.5,7192.960000000001,9483.057620803202,-407,11460.5,-4.321928094887363,0.1873898663883026,-0.005205237844144062,9245.53415709444,0,0,-16496,14720,-3139.1,-3953.0,6156.39,8249.66429237227,-1222,9119.25,-4.321928094887363,0.6036398479238887,0.11766294156543111,8631.805239925192,0,0,0
-5880,12792,-2075.0,-2968.0,2124.5,3858.3495517070373,305,884.0,-4.321928094887363,3.0827483539073963,9.37739141673109,4295.13017264902,0,0,-11764,-5516,-8939.2,-9322.0,995.8399999999998,1361.903064793797,-1730,1098.0,-4.321928094887363,0.729476646624179,0.9357222931344018,9037.219572412745,0,0,9908,18192,12751.6,11994.0,1759.1200000000003,2251.582049652153,509,2624.0,-4.321928094887363,1.0862225410735196,0.32252766386993326,12939.06655056693,0,0,-3110,8665,534.4,-247.0,2016.7399999999998,2900.196261961376,-307,1113.0,-4.321928094887363,1.6507208012305365,1.8783998075100161,2876.8324247338423,0,0,-16964,5234,-1912.95,99.5,4226.030000000001,5574.296193242694,-1732,4371.5,-4.321928094887363,-1.3481960873660122,1.0682255899237116,5760.079587123775,0,0,-18416,1929,-3139.3,-606.5,3837.59,5056.425230910616,-307,5101.25,-4.321928094887363,-1.6981612998069695,2.39860251381611,5843.309747052606,0,0,0
-6068,612,-3124.0,-3286.0,1015.6,1448.587260965517,1426,1401.0,-4.321928094887363,0.45342620199160083,0.9172941015935625,3428.244565371613,0,0,-8652,-4460,-5998.0,-5976.0,549.6,845.3887302674184,1222,744.0,-4.554120904376099,-1.3070634050464378,3.2340653326151374,6054.333324157169,0,0,10816,15864,13415.2,13110.0,1236.72,1515.0587829485278,1731,2314.0,-4.321928094887363,0.12894161811511157,-1.019293323799905,13496.229992112612,0,0,-3704,4315,66.2,333.5,1326.3799999999999,1853.3604926698622,-509,1774.0,-4.321928094887363,-0.061045675342132316,0.5618266252873676,1807.6449596090488,0,0,-12243,5021,-1651.85,-1313.5,2435.62,3616.13683478581,1222,3032.75,-4.321928094887363,-1.1336505306326363,2.261103178803687,3892.458317053633,0,0,-851,2600,648.95,479.5,801.045,1001.8283010261001,305,1249.0,-4.321928094887363,0.3990659875101879,-0.7723555379045379,1172.4389323116152,0,0,0
-32768,32767,3116.75,170.0,12126.25,17159.60678875646,204,15357.0,-4.321928094887363,-0.0722749891733911,0.12267227138752368,17013.042950924446,3,4,-676,32767,7322.55,5504.0,4984.880000000001,7931.5965040231085,102,2405.0,-4.554120904376099,2.1727697119668674,4.148588828889571,10648.213486308396,1,1,-32768,24600,-11328.2,-11336.0,10040.599999999997,16017.934237006113,407,6908.0,-4.905273398029051,0.7533221445046459,0.47120852044779626,19289.20997863832,3,4,-30263,32767,-340.8,121.0,9445.42,15244.81555911973,-815,8865.0,-4.554120904376099,0.5077134269660609,0.7295817214601414,14862.715969835392,2,4,-32768,32767,267.55,479.0,11521.495000000004,17836.93981446192,611,10397.5,-5.137466207517787,-0.29419096870616046,0.25841921356075215,17387.35701163348,4,2,-22535,32767,4122.7,-103.0,11496.01,15111.971424215826,713,12883.25,-4.321928094887363,0.6251736999587044,-0.29714875186178036,15295.416032262738,3,3,1
-25452,28136,1979.0,-266.0,11398.4,14715.465427122654,-714,20289.0,-4.321928094887363,0.01933982690508009,-0.6005148733871257,14478.74710049181,3,4,-4408,32767,7057.55,6210.0,4610.97,7550.265247867646,-408,3946.0,-4.321928094887363,1.8533890690405312,4.994852396479642,10196.332284208866,1,1,-32768,22036,-10647.8,-10392.0,11654.580000000002,16266.143099281886,509,17904.0,-4.554120904376099,0.5411313579339798,-0.46626152901671025,19098.002136349238,3,4,-26375,32767,248.05,68.5,9625.659999999998,14221.495200372237,-612,11344.25,-4.321928094887363,0.48923532834239264,0.29310545335784166,13863.618151478351,2,4,-32768,32767,1934.9,1724.5,11766.390000000001,18137.388371450896,816,10665.0,-4.905273398029051,-0.5300630167013142,0.1692422705639891,17783.713113408012,4,2,-21249,32767,3759.55,566.5,9878.314999999999,13674.997809968074,611,10119.5,-4.321928094887363,0.6565232670809377,0.2708260348182847,13848.80872313572,3,3,1
-32768,32767,4628.15,454.0,12521.41,16279.350757372938,204,19012.0,-4.321928094887363,0.020097120276062214,-0.08143005599725672,16528.34445581287,3,4,-7576,32767,4672.35,2340.0,6240.020000000002,9379.04898823352,204,5198.0,-4.321928094887363,1.50186406351995,2.3890544546728387,10266.405722062615,1,1,-32768,24852,-12597.2,-13098.0,10281.879999999997,15276.787322773827,407,10563.0,-5.315084951819779,0.7371874743775745,0.4355978020615514,19503.862878927343,3,4,-32768,32767,-625.85,-212.0,12214.619999999999,18200.514073928327,-713,8724.5,-4.554120904376099,0.09946323791173269,-0.2601524243859239,17750.70322973149,2,4,-32768,32767,-460.4,-391.5,9981.34,16203.12938065718,509,6719.5,-4.786313713864835,0.09191836017775455,0.8250338103249204,15799.56644341863,4,2,-19368,30974,4151.75,1169.5,9188.7,12230.397974654015,407,10287.75,-4.321928094887363,0.21810547565475877,0.07600678993021992,12623.015921324031,3,3,1
-23912,32767,5264.15,1658.0,11345.009999999998,14494.957991896428,103,20434.0,-4.321928094887363,0.3308085679493427,-0.3188933938609728,15076.799794717712,3,4,-7860,32292,2486.4,548.0,5987.999999999998,9239.072580479517,306,5186.0,-4.321928094887363,1.99800555245065,3.783494325827955,9342.088845649028,1,1,-32768,28744,-12799.2,-13440.0,11248.639999999996,16927.015124070935,306,8291.0,-5.315084951819779,0.9676094733453795,0.5164886798344908,20881.024151128222,3,4,-25410,32767,1611.2,-1335.0,11446.060000000003,16083.671663162644,-510,10176.5,-4.554120904376099,0.5682852616066354,-0.12487591127700126,15759.004882923287,2,4,-32768,32767,49.15,768.0,13346.435000000003,18780.139625272674,612,15529.25,-5.137466207517787,-0.16089796384078847,-0.22971953362302377,18304.681856017058,4,2,-12233,32767,4260.15,394.0,10056.895,12613.500066344955,-305,13294.25,-4.321928094887363,0.8052845831807437,-0.2465985807108515,13011.312107162752,3,3,1
-32768,32767,3434.1,-1474.0,13266.539999999999,17164.329465186624,203,23849.0,-4.554120904376099,0.07547914249160535,-0.35276895344001247,17078.540291839934,3,4,-7028,11384,743.8,-1006.0,5280.96,6083.82254836546,204,10031.0,-4.321928094887363,0.45424936327191967,-1.2579118303907146,5976.243837060198,1,1,-32768,17432,-11714.2,-10594.0,10894.239999999998,15258.141459561843,406,13170.0,-5.315084951819779,0.2578669104027184,-0.48410945697380425,18931.265631224975,3,4,-32172,32767,1445.85,-438.0,9776.775000000001,14950.579570793621,-305,5971.25,-4.554120904376099,0.4302091879153672,0.8403130378958767,14643.576074511308,2,4,-32768,32767,634.5,136.5,12452.8,18200.994812314373,612,10456.5,-4.786313713864835,-0.23986173485482082,-0.18098102677233507,17751.478580670402,4,2,-31065,32767,2337.15,408.0,12002.08,16807.19548688033,510,14695.75,-4.321928094887363,-0.20305618390136634,-0.07785589266662596,16547.507342497236,3,3,1
-32768,32767,4910.75,-854.0,14521.85,18137.22764422449,203,26859.0,-4.321928094887363,0.15728211548595958,-0.6221445217196422,18347.38512295417,3,4,-7048,32767,1565.75,-1706.0,6936.45,10191.467173314,204,6843.0,-4.321928094887363,1.9113975603750943,2.831309028921509,10056.056684903879,1,1,-32768,23664,-11934.6,-11298.0,10430.06,16029.493620395991,407,8807.0,-5.315084951819779,0.7897842253359036,0.3893799229986845,19660.41987344116,3,4,-16993,32767,1549.85,-1110.5,9686.375000000002,14468.199383384528,-712,6780.5,-4.905273398029051,1.3645977305573098,0.8988075788332064,14186.768086847687,2,4,-32768,32767,732.7,405.5,13752.169999999998,19996.589333131156,611,10588.25,-4.786313713864835,-0.11511467162443827,-0.5140010340983538,19504.031762689476,4,2,-32768,32767,3299.9,3362.5,8566.800000000001,13507.686941730233,509,9835.75,-4.321928094887363,-0.7599952758015233,2.0075253657887355,13572.91664308007,3,3,1
-23520,32767,4654.85,-822.0,14797.589999999993,18438.19078998519,103,24309.0,-4.905273398029051,0.309285327092636,-0.9984405662661304,18564.378905581518,3,4,-8932,19428,1388.2,-968.0,4973.06,7013.723266793315,713,4831.0,-4.321928094887363,1.3429535465301397,1.4078253786468897,6975.657503060195,1,1,-32768,21840,-13890.8,-11684.0,11256.72,15845.004212186583,509,21466.0,-5.741446071165521,0.6279944486771978,0.23841668853038556,20771.742228325482,3,4,-16609,32767,1369.35,-219.0,8163.825000000002,12622.529358150388,-713,5171.0,-4.554120904376099,1.3673705671821483,1.6620607435432495,12378.891487124361,2,4,-32768,32767,1024.1,652.5,13963.409999999998,20002.97997509897,510,13081.5,-5.48861870117074,-0.17705889902227642,-0.45663569026508855,19523.37133540209,4,2,-13336,32767,3331.55,97.5,8179.569999999997,11821.55234028977,-305,6810.25,-4.554120904376099,1.4373489845351615,1.650201124490863,11994.20152198553,3,3,1
-32768,32767,3909.15,568.0,14857.895000000008,19883.408813102127,204,26215.0,-4.554120904376099,-0.2034337260431836,-0.5942402242243197,19770.2782592962,3,4,-4836,19292,4341.8,2054.0,5623.9400000000005,7281.71147898335,815,7085.0,-4.321928094887363,1.0458883480004413,-0.14343380104346704,8320.059086328654,1,1,-32768,24632,-12775.0,-12538.0,11383.4,16569.55980738554,509,16090.0,-5.315084951819779,0.6900376979117593,-0.0800032323165536,20591.829000844,3,4,-21198,32767,2285.55,-503.5,9439.369999999995,13092.038583067433,-509,7209.25,-4.321928094887363,0.7336650008402283,0.36625327948719066,12963.608268919575,2,4,-32768,32767,1236.45,905.5,11694.794999999996,18243.40402641603,612,8009.25,-5.137466207517787,-0.35902977064603037,0.1526291188247617,17824.407691421333,4,2,-25219,32767,1757.35,855.5,8413.220000000001,12843.781670827902,612,9763.25,-4.321928094887363,0.6277483635813931,1.2730260319029227,12641.316001508703,3,3,1
-32768,32767,3239.5,832.0,14174.85,20437.35819393907,204,9184.0,-4.786313713864835,-0.12856450594304863,-0.4536135459987114,20181.568068413315,3,4,-4452,32767,8659.7,3402.0,9181.550000000003,11599.90170602638,-102,6820.0,-4.786313713864835,1.2481250293926436,0.03868104521284366,14241.497031562376,1,1,-32768,21116,-13587.6,-12016.0,10161.880000000001,14816.316348788198,408,11181.0,-5.547277761308516,0.6385114632935397,0.1465682939548807,19828.513368379387,3,4,-20199,32767,481.9,-691.0,7708.459999999999,11969.325161911967,-407,4413.75,-4.321928094887363,0.9482457311969091,1.2566618132142038,11676.203800893507,2,4,-32768,32767,2947.55,647.0,10706.060000000001,16589.585910491525,509,8836.5,-4.786313713864835,-0.3419542680878173,0.7235524161835261,16435.987760095224,4,2,-32768,32767,2473.1,919.5,9450.83,14991.603112549723,509,5875.75,-4.554120904376099,0.2722106058852019,0.9863893887960988,14819.817114256168,3,3,1
-32768,32767,5133.25,1160.0,14421.35,19056.592631519525,103,22821.0,-4.905273398029051,-0.09427249125641562,-0.4808198905864214,19270.347483893485,3,4,-636,32767,8321.5,4336.0,7264.1,9936.179136977416,-712,8514.0,-4.554120904376099,1.6285637831531388,1.4327221453043988,12768.65832027782,1,1,-32768,25932,-13809.2,-12238.0,11047.84,16670.255646699476,408,18100.0,-5.315084951819779,0.994655871841841,0.7717009664808621,21323.615003089886,3,4,-32243,32767,563.2,37.0,9880.460000000001,15681.62371292221,-611,5316.0,-4.321928094887363,0.1061206681663407,0.4275996832631037,15294.928911243753,2,4,-32768,32767,985.9,81.0,11897.390000000001,17428.50297010467,509,10564.75,-4.786313713864835,-0.08079693717543977,0.06093188872001454,17015.789103065425,4,2,-32768,32767,1606.7,230.5,10288.810000000001,15904.599960554275,510,10890.75,-4.554120904376099,-0.09764330076791046,0.7810239589980474,15584.92764821191,3,3,1
-32768,32767,5885.65,2534.0,13898.710000000003,18541.24942782273,204,21355.0,-4.905273398029051,-0.09867871294155968,-0.47761535607456906,19006.04929358019,3,4,524,32767,9676.65,4852.0,8304.045,10943.882507809412,-915,8552.0,-4.905273398029051,1.3741802322837824,0.44585870437875075,14402.003032564602,1,1,-32768,26576,-14249.0,-13364.0,11081.3,16617.562295101496,408,17299.0,-5.741446071165521,0.9537394339848758,0.5311539723303307,21572.44095599754,3,4,-25626,32767,1935.5,-228.0,9627.2,14200.798052074026,-406,6117.5,-4.321928094887363,0.6500057863674604,0.5330227853437175,13975.89683347727,2,4,-32768,32767,1387.9,361.0,9703.87,16214.737746877066,509,5667.5,-4.786313713864835,-0.10766891470758809,0.9321256695365969,15864.996079419623,4,2,-32768,32767,2973.55,478.0,9749.814999999999,14686.840803482623,509,7124.25,-4.321928094887363,0.048083186383686013,0.8958426871172587,14620.537874852622,3,3,1
-32768,32767,4557.05,2294.0,11818.164999999997,17144.50590675748,204,7535.0,-5.137466207517787,-0.01280101723354738,-0.04525815708806835,17320.625951448754,3,4,-1076,32767,10734.7,3766.0,9373.640000000001,11391.097835821758,204,10932.0,-4.786313713864835,1.0275746461038155,-0.4641011427306987,15443.543586236936,1,1,-32768,27800,-14445.0,-12742.0,11289.1,16785.823636565907,408,20516.0,-6.38408054540906,0.9295602111630343,0.5513536321879129,21825.070593242075,3,4,-32768,32767,-886.25,-534.5,8686.975,15116.706379906827,-509,3220.75,-4.554120904376099,0.3714322567432855,1.3500397540927551,14760.572829331522,2,4,-32768,32767,365.6,333.0,12830.699999999999,19416.555039992356,509,9041.0,-4.786313713864835,-0.10125066668732992,-0.33161241700932553,18928.447968600067,4,2,-32768,32767,4388.6,909.5,11418.52,15578.731521904436,509,14368.0,-4.321928094887363,-0.11811394757320885,0.274471427344523,15805.753446134733,3,3,1
-32768,32767,6544.3,2660.0,13448.419999999998,17955.806051466883,204,19512.0,-4.554120904376099,-0.16549522630256314,-0.29152645793560694,18684.707246836915,3,4,-2060,32767,7665.3,3880.0,7095.549999999998,9914.644267844144,-610,4657.0,-4.554120904376099,1.7686647050456108,1.86240695121759,12334.584974777223,1,1,-32768,22828,-14315.2,-12650.0,10405.039999999999,15731.186730755397,408,14297.0,-5.741446071165521,0.938036176295147,0.7833447107302463,20976.693619348116,3,4,-23931,32767,-671.35,-293.0,8826.355,14120.86351271539,-509,4740.0,-4.321928094887363,0.49242145866539455,0.5302757082317133,13779.679163536428,2,4,-32768,32767,931.9,257.5,11861.890000000001,18335.375985122027,406,6858.5,-4.786313713864835,-0.13763657235168883,0.024952003111473164,17895.394644991768,4,2,-32768,32767,2803.25,419.5,9011.425,13917.694855546491,406,9417.75,-4.554120904376099,0.15899088279071968,1.8170254011467577,13851.9070582357,3,3,1
-29896,32767,4293.9,2268.0,12488.469999999998,17354.353644274,-510,11773.0,-4.554120904376099,0.059734747553728824,-0.4848774852844411,17451.432265003354,3,4,1148,32767,11145.15,5556.0,8105.779999999999,9756.997787148515,305,13119.0,-4.321928094887363,0.9406496396158655,-0.40598484250442723,14651.055390312331,1,1,-32768,24328,-14432.4,-12788.0,10994.96,15942.094052506005,305,20618.0,-5.741446071165521,0.7149593624183536,0.22216048581675008,21207.003899655414,3,4,-24413,32767,-221.7,-125.5,8774.5,14274.802574356048,-407,8132.5,-4.554120904376099,0.9118192702828894,1.004948288861966,13915.122708765453,2,4,-32768,32767,1953.2,791.5,12660.76,18850.52787366416,508,11729.0,-5.137466207517787,-0.34935154656673445,-0.06453365672713396,18476.749478736783,4,2,-32768,32767,2349.2,252.5,12000.960000000001,17151.025215942478,407,11594.25,-4.554120904376099,-0.04488176882546017,-0.007564609785819076,16881.01073099594,3,3,1
-32768,32767,4704.05,2842.0,13286.474999999997,19060.3242957859,204,10065.0,-5.137466207517788,-0.13700066160721175,-0.2192304687017299,19164.009250415216,3,4,4216,32767,11541.45,5584.0,8178.830000000004,10354.114038568641,-916,8213.0,-4.905273398029051,1.3231413307860351,0.1305657009240191,15331.417473606281,1,1,-32768,17868,-15413.8,-12296.0,10167.319999999998,13687.1048016968,408,19431.0,-5.315084951819779,0.3943662549081208,0.03192440588479695,20385.171728489313,3,4,-26612,32767,131.5,-812.5,9933.45,15345.81248041988,-611,6481.75,-4.554120904376099,0.6891523361986027,0.43302525767357336,14957.825874772043,2,4,-32768,32767,1689.85,249.0,12255.789999999999,19078.217571700923,509,5244.0,-5.137466207517787,-0.21889701707484824,-0.06546417741797406,18671.771727664196,4,2,-32768,32767,1039.9,-87.5,12802.97,18750.435618518586,407,11140.0,-4.786313713864835,0.02331238969116808,-0.2020722720124759,18305.22565007053,3,3,1
-32768,32767,5494.05,2634.0,12431.074999999997,17466.285681955513,101,8897.0,-5.137466207517788,-0.008479768257555571,-0.1522384793128735,17888.604309727463,3,4,1684,32767,12073.65,6996.0,8098.709999999999,10106.191985609614,-305,10681.0,-4.905273398029051,1.255511245828359,0.11668990912650257,15582.085385146624,1,1,-32768,15816,-13454.4,-11996.0,8727.359999999999,13301.453907077424,305,5294.0,-5.315084951819779,0.4381595497186076,0.41991189195046674,18684.30147476753,3,4,-20262,32767,1218.3,-413.0,8921.349999999995,13587.28107691741,-713,7459.75,-4.554120904376099,1.0423901134207458,1.0040094177835464,13299.163567683496,2,4,-32768,32767,703.8,-94.0,11316.740000000002,18149.981741617612,509,5899.5,-5.137466207517787,-0.2745538747115596,0.18195814967770962,17704.40848489438,4,2,-32768,32767,3186.6,483.0,13637.519999999995,19697.06036149076,509,13733.75,-5.137466207517787,-0.335681402199089,-0.20221268879026422,19460.983970498513,3,3,1
-32768,32767,6371.85,3536.0,14008.189999999993,19284.415341969252,203,22459.0,-5.137466207517788,-0.3798534890549347,-0.21187357692181674,19846.78094175476,3,4,3220,32767,13146.85,6990.0,8711.475000000002,10759.598663396719,-917,9304.0,-4.905273398029051,1.0702144463440433,-0.5491711116546774,16817.2584017134,1,1,-32768,22156,-14041.8,-11958.0,11235.719999999998,16258.824375186476,407,21383.0,-6.151887735920324,0.7094271533605992,0.19038280012166808,21173.19174805726,3,4,-32620,32767,1230.0,62.5,9710.1,15821.646324610238,-713,3880.75,-4.554120904376099,0.028322537087222543,0.6327289067609101,15470.008655459764,2,4,-32768,32767,2614.6,14.5,11838.579999999998,17604.852950551056,509,8469.5,-4.786313713864835,-0.21621415953887665,0.10885552578433844,17357.143722398567,4,2,-32768,32767,1594.5,457.5,12470.15,18451.189741985116,408,7121.75,-4.786313713864835,0.0998298355789589,-0.15883229823932066,18054.542724754898,3,3,1
-32768,32767,6626.7,3210.0,12058.050000000003,16604.361811536783,203,9021.0,-4.554120904376099,0.043103573341414465,0.21197729155255285,17488.074293643655,3,4,4664,32767,13349.1,7584.0,8639.03,10319.983011511926,-815,13998.0,-4.554120904376099,1.0086111864034604,-0.6225275127090897,16714.527145570108,1,1,-32768,24632,-14172.2,-12352.0,9207.86,14705.66232370876,305,8545.0,-5.315084951819779,1.0401025209187444,1.4317932506284858,20156.758965667075,3,4,-14062,32767,3479.95,-263.5,8520.330000000004,12746.222080018764,-407,5049.75,-4.554120904376099,1.310091874488692,1.0196006184508217,12901.663476079353,2,4,-32768,32767,2541.25,434.5,11299.725,16633.60256220427,407,12162.0,-4.786313713864835,-0.2913026193580945,0.5902788228827762,16410.388449089194,4,2,-32768,32767,2189.05,-268.0,11928.77,17027.788367300636,305,11801.25,-4.905273398029051,0.24157814868592992,0.14464419788204363,16740.377467369126,3,3,1
