1333,-331,-730,-1288,-366,-159,1169,-32768,-32768,-32768,7132,32767,32767,32767,1198,12429,-17179,-27335,-27639,-32768
2,104,206,307,409,511,613,714,817,918,1020,1122,1223,1326,1427,1530,1631,1733,1835,1936
-1244,-416,-436,-964,-7672,-32768,-9832,1940,24588,30052,32767,32767,32767,27224,7080,3032,5072,5680,4972,-1508
192,-140,-440,-164,264,7580,16348,19312,4812,3396,2832,16340,32767,32767,32767,32767,18916,9168,2344,-4916
-12460,-11520,-12176,-12392,-11488,-29748,-32768,-32768,-28756,-30348,-31736,-32768,-32768,-32768,-17080,-2732,-10572,-14436,-10824,-11184
-268,-231,-422,497,1455,7219,13328,-24747,-32768,-9695,-4340,-9029,32767,32767,17012,1994,-17413,-25613,-15855,-19551
580,518,474,-805,664,-22687,-32768,-32768,-32768,-17658,19327,32767,32767,-26262,4914,-3789,10136,14457,20705,9537
207,187,950,1799,1426,-15170,-23983,-32768,-32768,-17052,22016,32767,32767,7040,-143,3769,-10478,-32768,-32768,-25999
2,104,206,307,410,511,614,715,817,919,1020,1123,1224,1326,1428,1530,1631,1733,1835,1937
-2388,-14216,-27424,-16616,14696,23368,32767,32767,32767,18320,21020,9156,3704,5208,1552,3708,3696,-2284,964,624
-1536,180,17580,24344,27152,16616,13604,22072,32767,32767,32767,19568,20940,11956,3700,1620,-232,-1888,276,1740
-12892,-20656,-32768,-32768,-32768,-22868,-17980,-27380,-32768,-32768,-19936,-15852,-2156,-13044,-14560,-10104,-13124,-18388,-13940,-11032
-7561,793,16007,-8389,-23346,-32768,-844,-6364,32767,32767,32767,3809,-14004,-17102,-10764,-11570,-18122,-14885,-1503,545
-3017,-5876,-32768,-32768,-32768,-21298,-9171,-4459,32767,-4884,-27930,88,5863,19659,20655,10015,7733,8028,13,-7916
3081,-2710,-27338,-32768,-32768,-32768,-29515,32767,32767,32767,6245,-11738,-11015,-27193,-28080,-22974,-22697,-16950,-5098,3433
